gene	AD.Ex.betweenness	AD.Ex.degree_in	AD.Ex.degree_out	Ctrl.Ex.betweenness	Ctrl.Ex.degree_in	Ctrl.Ex.degree_out	AD.In.betweenness	AD.In.degree_in	AD.In.degree_out	Ctrl.In.betweenness	Ctrl.In.degree_in	Ctrl.In.degree_out	AD.Mic.betweenness	AD.Mic.degree_in	AD.Mic.degree_out	Ctrl.Mic.betweenness	Ctrl.Mic.degree_in	Ctrl.Mic.degree_out	AD.Oli.betweenness	AD.Oli.degree_in	AD.Oli.degree_out	Ctrl.Oli.betweenness	Ctrl.Oli.degree_in	Ctrl.Oli.degree_out
MTMR12	0	81	0	0	80	0	0	49	0	0	51	0	0	28	0	0	27	0	NA	NA	NA	NA	NA	NA
MTMR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	0	0	57	0	0	61	0	0	60	0
MTMR4	0	74	0	0	85	0	NA	NA	NA	NA	NA	NA	0	57	0	0	51	0	NA	NA	NA	NA	NA	NA
MTMR7	NA	NA	NA	NA	NA	NA	0	82	0	0	87	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTSS1	0	95	0	0	96	0	NA	NA	NA	NA	NA	NA	0	63	0	0	69	0	NA	NA	NA	NA	NA	NA
MTURN	0	73	0	0	79	0	NA	NA	NA	NA	NA	NA	0	79	0	0	82	0	0	59	0	0	56	0
MTUS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	103	0	0	93	0
MTUS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	66	0	0	60	0	NA	NA	NA	NA	NA	NA
MUL1	0	69	0	0	74	0	0	62	0	0	70	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MVB12B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	0	0	56	0	0	68	0	0	70	0
MVD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	47	0	0	42	0	NA	NA	NA	NA	NA	NA
MXD1	NA	NA	NA	NA	NA	NA	0	53	0	0	51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MXD4	0	70	0	0	73	0	0	57	0	0	61	0	NA	NA	NA	NA	NA	NA	0	59	0	0	57	0
MXI1	0	0	121	0	0	129	0	0	128	0	0	137	0	0	70	0	0	65	0	0	53	0	0	52
MXRA7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	60	0	0	56	0	NA	NA	NA	NA	NA	NA
MYB	0	0	76	0	0	83	0	0	97	0	0	103	NA	NA	NA	NA	NA	NA	0	0	55	0	0	62
MYBL1	0	0	49	0	0	51	0	0	33	0	0	35	0	0	33	0	0	36	0	0	35	0	0	38
MYBL2	0	0	248	0	0	236	0	0	303	0	0	296	NA	NA	NA	NA	NA	NA	0	0	179	0	0	162
MYC	0	0	142	0	0	156	0	0	151	0	0	155	0	0	78	0	0	67	NA	NA	NA	NA	NA	NA
MYCBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	64	0	0	56	0	NA	NA	NA	NA	NA	NA
MYCN	998.043994222058	69	73	666.267662206738	59	75	585.731807596912	52	94	438.87764892287	56	101	NA	NA	NA	NA	NA	NA	2086.48430886279	53	59	1262.98904934075	60	56
MYH10	0	63	0	0	68	0	0	76	0	0	84	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYH9	0	84	0	0	88	0	0	66	0	0	69	0	0	64	0	0	69	0	NA	NA	NA	NA	NA	NA
MYL12A	0	47	0	0	56	0	0	51	0	0	45	0	0	70	0	0	51	0	0	92	0	0	89	0
MYL12B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	88	0	0	83	0	0	77	0	0	88	0
MYL5	0	49	0	0	38	0	0	39	0	0	47	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYLIP	0	132	0	0	131	0	0	106	0	0	105	0	0	41	0	0	42	0	0	86	0	0	87	0
MYO10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	72	0	0	74	0	NA	NA	NA	NA	NA	NA
MYO15B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	52	0	0	48	0	NA	NA	NA	NA	NA	NA
MYO1E	0	63	0	0	71	0	0	57	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYO1F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	46	0	NA	NA	NA	NA	NA	NA
MYO3B	0	63	0	0	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYO5A	0	83	0	0	84	0	0	98	0	0	108	0	NA	NA	NA	NA	NA	NA	0	84	0	0	84	0
MYO7A	0	74	0	0	73	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYO9B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	79	0	0	63	0	NA	NA	NA	NA	NA	NA
MYOCD	0	80	0	0	77	0	0	54	0	0	67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYOT	0	66	0	0	72	0	0	71	0	0	83	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYRIP	0	87	0	0	89	0	0	96	0	0	97	0	NA	NA	NA	NA	NA	NA	0	70	0	0	67	0
MYT1L	0	103	0	0	112	0	0	136	0	0	142	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZF1	0	0	452	0	0	441	0	0	494	0	0	486	0	0	266	0	0	252	0	0	265	0	0	258
N4BP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	0	46	0	NA	NA	NA	NA	NA	NA
N4BP2	0	78	0	0	70	0	0	72	0	0	74	0	0	71	0	0	78	0	NA	NA	NA	NA	NA	NA
NAA15	NA	NA	NA	NA	NA	NA	0	52	0	0	55	0	0	49	0	0	46	0	NA	NA	NA	NA	NA	NA
NAA20	NA	NA	NA	NA	NA	NA	0	65	0	0	66	0	0	65	0	0	68	0	NA	NA	NA	NA	NA	NA
NAA30	0	54	0	0	59	0	0	60	0	0	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NAA38	0	60	0	0	63	0	0	55	0	0	55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NAA40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61	0	0	60	0	NA	NA	NA	NA	NA	NA
NAB1	0	102	0	0	115	0	0	86	0	0	94	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NACC1	0	63	0	0	71	0	0	52	0	0	54	0	NA	NA	NA	NA	NA	NA	0	47	0	0	55	0
NADK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	69	0
NADK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	84	0	0	92	0	NA	NA	NA	NA	NA	NA
NAGPA	0	82	0	0	87	0	0	72	0	0	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NAIF1	NA	NA	NA	NA	NA	NA	0	54	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NANS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	53	0	NA	NA	NA	NA	NA	NA
NAPB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	50	0	NA	NA	NA	NA	NA	NA
NAPG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	75	0	0	85	0	0	77	0	0	73	0
NAPSA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	20	0	0	30	0
NARS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	34	0	NA	NA	NA	NA	NA	NA
NAV1	0	117	0	0	119	0	0	101	0	0	109	0	0	63	0	0	64	0	0	140	0	0	122	0
NAV2	0	103	0	0	97	0	0	94	0	0	100	0	0	72	0	0	64	0	0	102	0	0	101	0
NBEA	0	108	0	0	111	0	0	83	0	0	88	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NBL1	0	134	0	0	142	0	0	134	0	0	135	0	0	57	0	0	56	0	NA	NA	NA	NA	NA	NA
NBN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	56	0
NBPF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	49	0	0	50	0	NA	NA	NA	NA	NA	NA
NCALD	NA	NA	NA	NA	NA	NA	0	76	0	0	77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCAM1	0	137	0	0	158	0	0	122	0	0	139	0	NA	NA	NA	NA	NA	NA	0	162	0	0	142	0
NCAPG	0	33	0	0	43	0	NA	NA	NA	0	64	0	NA	NA	NA	NA	NA	NA	0	29	0	0	22	0
NCBP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	0	47	0	NA	NA	NA	NA	NA	NA
NCDN	0	64	0	0	64	0	0	50	0	0	53	0	0	29	0	NA	NA	NA	0	51	0	0	49	0
NCK2	0	59	0	0	61	0	0	50	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCKAP5	0	75	0	0	77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCOA2	0	98	0	0	104	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCOA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	0	57	0	NA	NA	NA	NA	NA	NA
NCOA7	NA	NA	NA	NA	NA	NA	0	69	0	0	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCOR2	0	140	0	0	140	0	0	123	0	0	129	0	0	55	0	0	47	0	0	70	0	0	72	0
NDFIP2	0	70	0	0	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDRG1	NA	NA	NA	NA	NA	NA	0	74	0	0	82	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDST1	NA	NA	NA	NA	NA	NA	0	81	0	0	84	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	58	0	0	54	0	NA	NA	NA	NA	NA	NA
NDUFA4	0	63	0	0	65	0	0	72	0	0	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFAF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	119	0	0	112	0
NDUFB1	0	86	0	0	87	0	0	62	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFB3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	0	0	31	0	NA	NA	NA	NA	NA	NA
NDUFB4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	0	51	0	NA	NA	NA	NA	NA	NA
NDUFB5	0	77	0	0	86	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFB9	NA	NA	NA	NA	NA	NA	0	49	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFC1	NA	NA	NA	NA	NA	NA	0	59	0	0	62	0	0	47	0	0	53	0	NA	NA	NA	NA	NA	NA
NDUFS1	0	74	0	0	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	55	0	NA	NA	NA	NA	NA	NA
NDUFS3	0	88	0	0	96	0	0	84	0	0	83	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFV1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	0	0	68	0	NA	NA	NA	NA	NA	NA
NEBL	0	63	0	0	77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NECAB1	0	80	0	0	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NECAB2	0	60	0	0	65	0	0	74	0	0	78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NECAB3	0	66	0	0	68	0	0	58	0	0	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEDD4L	0	83	0	0	87	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEDD9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	84	0	0	83	0	NA	NA	NA	NA	NA	NA
NEGR1	0	101	0	0	93	0	0	93	0	0	94	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEIL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	64	0	0	64	0	0	48	0	0	55	0
NEK6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	0	0	59	0	NA	NA	NA	NA	NA	NA
NEK7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	81	0	0	94	0	NA	NA	NA	NA	NA	NA
NEK8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	0	41	0
NEK9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74	0	0	73	0
NELFA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	69	0	0	74	0	NA	NA	NA	NA	NA	NA
NELFCD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	0	0	46	0	NA	NA	NA	NA	NA	NA
NELL1	0	116	0	0	125	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NELL2	0	83	0	0	89	0	0	102	0	0	113	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NENF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	53	0
NES	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	56	0	0	51	0
NETO1	NA	NA	NA	NA	NA	NA	0	95	0	0	98	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NETO2	0	116	0	0	120	0	0	130	0	0	137	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEURL1B	NA	NA	NA	NA	NA	NA	0	49	0	0	51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEUROD2	0	0	47	0	0	45	0	0	40	0	0	43	NA	NA	NA	0	0	22	0	0	23	0	0	19
NEUROD6	0	60	0	0	67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEUROG2	0	0	71	0	0	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NFASC	0	91	0	0	99	0	0	101	0	0	119	0	NA	NA	NA	NA	NA	NA	0	133	0	0	134	0
NFATC2	0	0	256	0	0	268	0	0	270	0	0	288	0	0	131	0	0	141	0	0	162	0	0	157
NFATC3	0	0	159	0	0	157	0	0	167	0	0	164	0	0	80	0	0	89	0	0	92	0	0	84
NFE2L2	0	0	214	0	0	218	0	0	215	0	0	226	0	0	118	0	0	107	0	0	115	0	0	121
NFIA	0	0	97	0	0	102	0	0	113	0	0	119	0	0	46	0	0	38	856.975358122718	78	78	1037.02023365322	79	75
NFIB	0	75	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	123	0	0	123	0
NFIC	0	0	969	0	0	997	0	0	1085	0	0	1133	6993.63644612281	67	887	8275.54897613404	72	884	7825.27713995485	61	580	9175.21599649756	65	608
NFIL3	0	0	97	0	0	91	0	0	101	0	0	107	0	0	68	0	0	61	0	0	51	0	0	49
NFIX	726.203821248688	81	72	618.784523603949	83	78	757.438013343443	79	86	728.638814306782	86	79	281.46891221712	62	32	400.576316888806	56	26	485.443902578554	74	53	535.10896496864	78	51
NFKB1	0	0	795	0	0	802	0	0	882	0	0	899	0	0	739	0	0	712	8798.39762455597	61	496	9899.07073233472	62	485
NFKB2	0	0	146	0	0	267	NA	NA	NA	NA	NA	NA	0	0	295	0	0	271	0	0	232	0	0	218
NFKBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	46	0	NA	NA	NA	NA	NA	NA
NFKBIE	0	63	0	0	66	0	0	47	0	0	55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NFRKB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	72	0	0	79	0	NA	NA	NA	NA	NA	NA
NFYA	0	0	921	0	0	922	0	0	1020	0	0	1106	10407.9529353708	59	843	11331.1797460109	68	799	0	0	598	0	0	590
NFYB	0	0	501	0	0	506	0	0	514	0	0	526	0	0	390	0	0	353	0	0	307	0	0	284
NGEF	0	93	0	0	98	0	0	77	0	0	88	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NHLH1	0	0	233	0	0	226	0	0	232	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	148	NA	NA	NA
NHLH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	52	0	0	48	0
NHLRC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	24	0	0	30	0
NHLRC2	NA	NA	NA	NA	NA	NA	0	75	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NICN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	30	0	0	32	0	NA	NA	NA	NA	NA	NA
NIF3L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	0	38	0	NA	NA	NA	NA	NA	NA
NIM1K	0	66	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NIN	0	81	0	0	86	0	0	84	0	0	89	0	0	57	0	0	60	0	NA	NA	NA	NA	NA	NA
NINJ2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	63	0	0	62	0
NINL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74	0	0	74	0
NIP7	0	54	0	0	51	0	0	47	0	0	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NIPAL3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41	0	0	40	0	NA	NA	NA	NA	NA	NA
NIPBL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	51	0	0	85	0	0	86	0
NKAIN1	0	83	0	0	87	0	0	77	0	0	83	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NKAIN2	0	93	0	0	93	0	0	62	0	0	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NKD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	47	0	0	79	0	0	78	0
NKIRAS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	0	42	0	NA	NA	NA	NA	NA	NA
NKTR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	72	0	0	72	0
NKX2-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	0	67	0
NKX2-8	NA	NA	NA	NA	NA	NA	0	0	81	0	0	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NKX3-1	0	0	65	0	0	60	0	0	58	0	0	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NKX6-2	0	0	34	0	0	37	0	0	49	0	0	43	0	0	12	0	0	14	0	0	23	0	0	24
NLGN2	NA	NA	NA	NA	NA	NA	0	79	0	0	83	0	NA	NA	NA	0	39	0	NA	NA	NA	NA	NA	NA
NME5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41	0	0	44	0
NME7	0	90	0	0	93	0	0	95	0	0	99	0	NA	NA	NA	NA	NA	NA	0	75	0	0	82	0
NMNAT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	0	51	0
NMNAT2	0	81	0	0	97	0	0	90	0	0	101	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NMRK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	79	0	0	80	0
NMT2	NA	NA	NA	NA	NA	NA	0	63	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NNAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	34	0	0	22	0	NA	NA	NA	NA	NA	NA
NNMT	0	66	0	0	73	0	0	65	0	0	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	52	0	NA	NA	NA	NA	NA	NA
NOL11	NA	NA	NA	NA	NA	NA	0	64	0	0	72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOL4	0	92	0	0	100	0	0	72	0	0	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOL7	0	54	0	0	61	0	NA	NA	NA	NA	NA	NA	0	93	0	0	91	0	NA	NA	NA	NA	NA	NA
NOL8	NA	NA	NA	NA	NA	NA	0	77	0	0	86	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOP14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOP16	NA	NA	NA	NA	NA	NA	0	47	0	0	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOP56	NA	NA	NA	NA	NA	NA	0	61	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOS1AP	0	88	0	0	94	0	0	101	0	0	108	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTO	0	0	17	0	0	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	18	NA	NA	NA
NPAS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	47	0	0	35	0	NA	NA	NA	NA	NA	NA
NPAS2	0	82	0	0	86	0	0	73	0	0	73	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPAS3	0	97	0	0	95	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	61	0
NPAS4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	58	0	0	63	0	NA	NA	NA	NA	NA	NA
NPL	0	50	0	0	56	0	0	50	0	0	55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPPC	0	56	0	0	38	0	0	50	0	0	54	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPTN	0	86	0	0	90	0	0	81	0	0	86	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPTX1	0	105	0	0	107	0	0	91	0	0	92	0	0	50	0	0	5	0	NA	NA	NA	NA	NA	NA
NPTX2	NA	NA	NA	NA	NA	NA	0	56	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPY	0	39	0	0	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NQO1	0	45	0	0	45	0	0	37	0	0	51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NQO2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	47	0	0	47	0	0	60	0	0	61	0
NR1D2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	57	0	NA	NA	NA	NA	NA	NA
NR1H2	0	0	1043	0	0	1033	0	0	1165	0	0	1177	0	0	898	0	0	856	0	0	663	0	0	608
NR1H4	0	0	94	0	0	84	0	0	98	0	0	118	NA	NA	NA	NA	NA	NA	0	0	66	0	0	66
NR2C2	0	0	828	0	0	818	0	0	913	0	0	945	0	0	759	0	0	714	0	0	491	0	0	506
NR2F1	4302.96769498852	54	551	5497.78792644335	61	529	0	0	547	0	0	548	NA	NA	NA	0	0	369	0	0	304	0	0	297
NR2F2	0	0	193	0	0	182	0	0	200	0	0	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	87
NR3C1	7450.8103249976	75	805	8248.00627222517	70	834	5902.15037072182	69	900	6611.4218221309	73	910	11125.0499182235	76	703	12545.5647181362	81	674	0	0	470	0	0	495
NR3C2	0	0	681	0	0	672	0	0	716	0	0	706	0	0	687	0	0	692	0	0	440	0	0	438
NR4A1	7168.74686850158	95	171	8188.92342364434	112	161	4329.71317258602	88	174	5505.26735979685	92	178	NA	NA	NA	0	0	89	0	0	83	0	0	81
NR4A2	0	0	440	0	0	436	0	0	498	0	0	522	0	0	299	0	0	349	0	0	269	0	0	268
NR6A1	0	71	0	0	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRCAM	0	81	0	0	84	0	0	103	0	0	106	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRDE2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	0	71	0
NREP	0	92	0	0	100	0	0	77	0	0	80	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRF1	0	0	67	0	0	66	0	0	77	0	0	80	0	0	50	0	0	52	0	0	32	0	0	35
NRG1	0	95	0	0	90	0	0	83	0	0	87	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRG3	0	121	0	0	119	0	0	111	0	0	117	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
