gene	AD.Ex.betweenness	AD.Ex.degree_in	AD.Ex.degree_out	Ctrl.Ex.betweenness	Ctrl.Ex.degree_in	Ctrl.Ex.degree_out	AD.In.betweenness	AD.In.degree_in	AD.In.degree_out	Ctrl.In.betweenness	Ctrl.In.degree_in	Ctrl.In.degree_out	AD.Mic.betweenness	AD.Mic.degree_in	AD.Mic.degree_out	Ctrl.Mic.betweenness	Ctrl.Mic.degree_in	Ctrl.Mic.degree_out	AD.Oli.betweenness	AD.Oli.degree_in	AD.Oli.degree_out	Ctrl.Oli.betweenness	Ctrl.Oli.degree_in	Ctrl.Oli.degree_out
AFF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	0	73	0	0	88	0	0	85	0
AFG3L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	63	0	NA	NA	NA	NA	NA	NA
AGAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	59	0
AGPAT3	NA	NA	NA	NA	NA	NA	0	84	0	0	89	0	NA	NA	NA	NA	NA	NA	0	91	0	0	87	0
AGPAT4	NA	NA	NA	NA	NA	NA	0	74	0	0	79	0	NA	NA	NA	NA	NA	NA	0	63	0	0	64	0
AGTPBP1	0	66	0	0	72	0	0	73	0	0	78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGTRAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	0	36	0	NA	NA	NA	NA	NA	NA
AHCTF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	76	0	0	77	0	NA	NA	NA	NA	NA	NA
AHCY	NA	NA	NA	NA	NA	NA	0	68	0	0	70	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AHDC1	0	86	0	0	87	0	0	74	0	0	85	0	0	74	0	0	51	0	NA	NA	NA	NA	NA	NA
AHR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	67	0	0	57	0
AHSA1	0	83	0	0	83	0	0	80	0	0	82	0	NA	NA	NA	NA	NA	NA	0	107	0	0	105	0
AIDA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	56	0	NA	NA	NA	NA	NA	NA
AIMP2	NA	NA	NA	NA	NA	NA	0	48	0	0	41	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJAP1	0	72	0	0	68	0	0	70	0	0	61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	0	0	39	0	NA	NA	NA	NA	NA	NA
AK3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	63	0	0	64	0	NA	NA	NA	NA	NA	NA
AK5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	0	0	59	0
AK9	0	94	0	0	95	0	0	90	0	0	93	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKAP10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	80	0	0	70	0
AKAP12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61	0	0	70	0
AKAP3	0	35	0	0	28	0	0	36	0	0	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKAP5	0	65	0	0	61	0	0	59	0	0	60	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKAP6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	142	0	0	133	0
AKAP7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	0	49	0	NA	NA	NA	NA	NA	NA
AKIP1	NA	NA	NA	NA	NA	NA	0	61	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKR1D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41	0	0	37	0
AKR1E2	NA	NA	NA	NA	NA	NA	0	46	0	0	48	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKT2	0	91	0	0	88	0	0	85	0	0	92	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALDH1B1	NA	NA	NA	NA	NA	NA	0	60	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALDH3A2	0	90	0	0	102	0	0	83	0	0	80	0	NA	NA	NA	NA	NA	NA	0	56	0	0	59	0
ALKBH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	36	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALKBH4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	0	43	0	NA	NA	NA	NA	NA	NA
ALKBH8	0	72	0	0	72	0	0	68	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALX3	NA	NA	NA	0	0	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMBRA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74	0	0	73	0
AMD1	0	94	0	0	98	0	0	92	0	0	95	0	NA	NA	NA	NA	NA	NA	0	72	0	0	74	0
AMER2	0	50	0	0	47	0	0	42	0	0	42	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMIGO1	0	54	0	0	52	0	0	47	0	0	48	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMOTL2	0	63	0	0	67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMPD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	67	0	0	68	0	NA	NA	NA	NA	NA	NA
AMPH	0	77	0	0	89	0	0	71	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMZ2	NA	NA	NA	NA	NA	NA	0	60	0	0	63	0	0	42	0	0	46	0	NA	NA	NA	NA	NA	NA
ANAPC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	82	0	0	72	0	NA	NA	NA	NA	NA	NA
ANAPC13	0	44	0	0	45	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANAPC16	0	76	0	0	80	0	0	70	0	0	71	0	0	48	0	0	48	0	0	58	0	0	57	0
ANGEL1	0	50	0	0	53	0	0	44	0	0	50	0	0	65	0	0	65	0	NA	NA	NA	NA	NA	NA
ANGEL2	NA	NA	NA	NA	NA	NA	0	59	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANGPTL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	0	55	0
ANGPTL6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANK1	0	82	0	0	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANK3	0	96	0	0	96	0	0	90	0	0	92	0	0	65	0	0	63	0	0	100	0	0	100	0
ANKDD1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	47	0
ANKH	0	73	0	0	77	0	NA	NA	NA	NA	NA	NA	0	89	0	0	94	0	0	112	0	0	122	0
ANKHD1-EIF4EBP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	53	0	NA	NA	NA	NA	NA	NA
ANKRD10	0	72	0	0	74	0	0	65	0	0	67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD11	0	83	0	0	88	0	0	99	0	0	105	0	0	100	0	0	117	0	0	89	0	0	82	0
ANKRD12	0	68	0	0	66	0	0	67	0	0	67	0	0	73	0	0	76	0	0	78	0	0	80	0
ANKRD22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	0	0	40	0	NA	NA	NA	NA	NA	NA
ANKRD28	0	96	0	0	99	0	0	87	0	0	90	0	NA	NA	NA	NA	NA	NA	0	122	0	0	119	0
ANKRD31	NA	NA	NA	NA	NA	NA	0	54	0	0	54	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	96	0	0	90	0
ANKRD44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	75	0	0	91	0	0	106	0	0	103	0
ANKRD54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	0	0	32	0	NA	NA	NA	NA	NA	NA
ANKS1A	NA	NA	NA	NA	NA	NA	0	58	0	0	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKS1B	0	135	0	0	128	0	0	124	0	0	135	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANLN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	53	0
ANO3	NA	NA	NA	NA	NA	NA	0	82	0	0	104	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANP32A	NA	NA	NA	NA	NA	NA	0	51	0	0	58	0	0	46	0	0	41	0	0	70	0	0	73	0
ANTXR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	0	42	0	NA	NA	NA	NA	NA	NA
ANXA2R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANXA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	0	53	0	NA	NA	NA	NA	NA	NA
AOAH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	54	0	NA	NA	NA	NA	NA	NA
AP2S1	0	133	0	0	148	0	0	111	0	0	142	0	0	34	0	0	40	0	NA	NA	NA	NA	NA	NA
AP3B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	40	0	NA	NA	NA	NA	NA	NA
AP3D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	67	0	0	66	0	NA	NA	NA	NA	NA	NA
AP3M2	0	57	0	0	59	0	0	51	0	0	52	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP3S2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	0	36	0	0	43	0	0	40	0
AP4B1	0	81	0	0	79	0	0	83	0	0	94	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP5B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	0	NA	NA	NA	NA	NA	NA
APBA1	0	91	0	0	98	0	0	62	0	0	66	0	0	47	0	0	45	0	NA	NA	NA	NA	NA	NA
APBA2	0	100	0	0	122	0	0	117	0	0	133	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APBA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	42	0	0	44	0	NA	NA	NA	NA	NA	NA
APBB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	87	0	0	89	0
APBB1IP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	36	0	0	38	0	NA	NA	NA	NA	NA	NA
APBB2	0	95	0	0	104	0	0	80	0	0	84	0	NA	NA	NA	NA	NA	NA	0	179	0	0	175	0
APBB3	0	75	0	0	78	0	0	70	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APCDD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	0	56	0	0	131	0	0	128	0
APEH	0	86	0	0	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APEX1	0	61	0	0	55	0	NA	NA	NA	NA	NA	NA	0	48	0	0	50	0	NA	NA	NA	NA	NA	NA
APH1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	61	0
APIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	58	0	NA	NA	NA	NA	NA	NA
APLF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	61	0	NA	NA	NA	NA	NA	NA
APLP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	64	0	0	58	0	NA	NA	NA	NA	NA	NA
APMAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	0	41	0	0	50	0	0	54	0
APOBEC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28	0	NA	NA	NA	NA	NA	NA
APOL6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	0	49	0	NA	NA	NA	NA	NA	NA
APP	NA	NA	NA	NA	NA	NA	0	96	0	0	100	0	NA	NA	NA	NA	NA	NA	0	155	0	0	137	0
APPBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	52	0
APPL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	64	0	0	60	0	NA	NA	NA	NA	NA	NA
APTX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	89	0	0	76	0
AQP4	0	62	0	0	56	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AR	0	0	456	0	0	476	0	0	472	0	0	488	NA	NA	NA	NA	NA	NA	0	0	223	0	0	225
ARAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	63	0	0	65	0	NA	NA	NA	NA	NA	NA
ARAP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	122	0	0	124	0
ARF6	NA	NA	NA	NA	NA	NA	0	41	0	0	41	0	0	56	0	0	49	0	NA	NA	NA	NA	NA	NA
ARFGEF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	88	0	0	87	0	NA	NA	NA	NA	NA	NA
ARFGEF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	0	0	67	0
ARHGAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	86	0	0	90	0
ARHGAP18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	55	0	NA	NA	NA	NA	NA	NA
ARHGAP20	NA	NA	NA	NA	NA	NA	0	126	0	0	129	0	0	57	0	0	43	0	NA	NA	NA	NA	NA	NA
ARHGAP21	NA	NA	NA	NA	NA	NA	0	78	0	0	77	0	0	64	0	0	60	0	0	99	0	0	94	0
ARHGAP24	0	86	0	0	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGAP25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	89	0	0	77	0	NA	NA	NA	NA	NA	NA
ARHGAP29	0	99	0	0	95	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGAP30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	47	0	0	49	0	NA	NA	NA	NA	NA	NA
ARHGAP5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	50	0	0	138	0	0	133	0
ARHGEF10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	89	0	0	91	0
ARHGEF2	NA	NA	NA	NA	NA	NA	0	76	0	0	78	0	0	51	0	0	64	0	NA	NA	NA	NA	NA	NA
ARHGEF3	0	75	0	0	83	0	0	85	0	0	91	0	NA	NA	NA	NA	NA	NA	0	74	0	0	78	0
ARID1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	66	0	0	61	0	NA	NA	NA	NA	NA	NA
ARID1B	0	107	0	0	123	0	0	100	0	0	107	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARID2	NA	NA	NA	NA	NA	NA	0	87	0	0	94	0	NA	NA	NA	NA	NA	NA	0	92	0	0	89	0
ARID3A	0	35	0	0	40	0	0	35	0	0	30	0	0	42	0	0	41	0	NA	NA	NA	NA	NA	NA
ARID4A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	63	0	0	57	0	NA	NA	NA	NA	NA	NA
ARID5B	0	134	0	0	122	0	0	108	0	0	118	0	0	63	0	0	48	0	NA	NA	NA	NA	NA	NA
ARIH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	64	0	0	68	0
ARL14EP	NA	NA	NA	NA	NA	NA	0	59	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL2BP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	52	0	0	53	0
ARL4A	0	65	0	0	67	0	0	65	0	0	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL4C	0	44	0	0	47	0	0	64	0	0	68	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL4D	0	73	0	0	73	0	0	69	0	0	70	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL6IP5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	64	0	0	67	0
ARL8B	0	68	0	0	72	0	0	64	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARMC2	0	71	0	0	69	0	NA	NA	NA	NA	NA	NA	0	48	0	0	46	0	NA	NA	NA	NA	NA	NA
ARMC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	0	54	0
ARMC5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	0	50	0	NA	NA	NA	NA	NA	NA
ARMC9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	64	0	0	64	0
ARMT1	0	70	0	0	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARNT	0	0	28	0	0	25	0	0	28	0	0	30	0	0	16	0	0	15	0	0	10	0	0	11
ARNT2	0	83	0	0	88	0	0	90	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARNTL	0	114	0	0	122	0	0	102	0	0	113	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARPC1A	0	47	0	0	48	0	0	42	0	0	44	0	NA	NA	NA	NA	NA	NA	0	44	0	0	47	0
ARPC5	NA	NA	NA	NA	NA	NA	0	57	0	0	61	0	0	54	0	0	54	0	0	76	0	0	78	0
ARPC5L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	0	30	0	NA	NA	NA	NA	NA	NA
ARPP19	NA	NA	NA	NA	NA	NA	0	53	0	0	52	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARPP21	0	123	0	0	122	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	88	0	0	89	0
ARRB2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	0	0	60	0	NA	NA	NA	NA	NA	NA
ARRDC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	85	0	0	87	0	0	93	0	0	92	0
ARRDC3	0	57	0	0	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARSG	NA	NA	NA	NA	NA	NA	0	82	0	0	85	0	0	56	0	0	57	0	NA	NA	NA	NA	NA	NA
ARSI	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	34	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARSJ	NA	NA	NA	NA	NA	NA	0	48	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASAH1	0	78	0	0	76	0	0	100	0	0	104	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASAP2	NA	NA	NA	NA	NA	NA	0	53	0	0	55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASB6	0	61	0	0	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASB7	NA	NA	NA	NA	NA	NA	0	59	0	0	55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASCC1	0	79	0	0	78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASCL1	0	0	589	0	0	601	0	0	643	0	0	654	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	311
ASIC2	NA	NA	NA	NA	NA	NA	0	76	0	0	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASPA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	70	0	0	61	0
ASPSCR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	47	0	0	50	0	NA	NA	NA	NA	NA	NA
ASS1	0	64	0	0	56	0	0	57	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASTN1	0	119	0	0	113	0	0	112	0	0	131	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASTN2	0	117	0	0	121	0	0	80	0	0	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASXL3	NA	NA	NA	NA	NA	NA	0	65	0	0	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATAD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	54	0	NA	NA	NA	NA	NA	NA
ATF1	0	92	0	0	85	0	NA	NA	NA	NA	NA	NA	0	42	0	0	40	0	NA	NA	NA	NA	NA	NA
ATF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61	0	0	61	0	NA	NA	NA	NA	NA	NA
ATF4	0	0	316	0	0	315	0	0	346	0	0	329	0	0	227	0	0	212	0	0	171	0	0	186
ATF5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	52	0	0	52	0	NA	NA	NA	NA	NA	NA
ATF7IP	0	77	0	0	79	0	0	79	0	0	82	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATG13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	89	0	0	88	0
ATG16L1	0	63	0	0	63	0	0	57	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATL1	0	103	0	0	106	0	0	106	0	0	119	0	NA	NA	NA	NA	NA	NA	0	73	0	0	70	0
ATL2	0	55	0	0	61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATL3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	77	0	0	63	0
ATOH8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61	0	0	57	0
ATP10D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	45	0	NA	NA	NA	NA	NA	NA
ATP11B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	86	0	0	86	0
ATP1A1	0	112	0	0	111	0	0	69	0	0	73	0	NA	NA	NA	NA	NA	NA	0	72	0	0	76	0
ATP1B1	0	142	0	0	145	0	0	100	0	0	109	0	0	48	0	0	37	0	0	85	0	0	83	0
ATP1B3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	0	48	0	0	68	0	0	69	0
ATP2B2	0	103	0	0	118	0	0	84	0	0	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP2B4	0	80	0	0	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP2C2	NA	NA	NA	NA	NA	NA	0	74	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V0B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	0	52	0
ATP6V1D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	49	0
ATP6V1F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	0	41	0	NA	NA	NA	NA	NA	NA
ATP8A1	0	98	0	0	112	0	0	115	0	0	117	0	NA	NA	NA	NA	NA	NA	0	137	0	0	133	0
ATP8A2	NA	NA	NA	NA	NA	NA	0	111	0	0	116	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP8B4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	46	0	NA	NA	NA	NA	NA	NA
ATP9B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	91	0	0	85	0
ATPAF2	NA	NA	NA	NA	NA	NA	0	43	0	0	45	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATRNL1	0	81	0	0	77	0	0	95	0	0	92	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATXN1	0	123	0	0	122	0	0	148	0	0	153	0	0	100	0	0	105	0	0	169	0	0	155	0
ATXN10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	78	0	0	75	0
ATXN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	41	0	NA	NA	NA	NA	NA	NA
ATXN3	0	67	0	0	77	0	0	73	0	0	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
